"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"17809712",-0.633072736687578,7.05678857240182,-3.5759010658198,0.00941416348854724,0.947085790391753,-4.15515514075578
"17633607",-0.632782880625569,5.22430625387874,-2.58080197953066,0.0372286140539233,0.947085790391753,-4.29656611800885
"17836923",0.6325272040158,7.983550853468,2.95831678098232,0.0217787569012814,0.947085790391753,-4.23642149822728
"17706382",0.632347272856157,7.98101241254579,2.75794071594888,0.028894335953992,0.947085790391753,-4.26732250179929
"17610966",-0.632345513416491,7.63222744910248,-2.64341342005966,0.0340272695128627,0.947085790391753,-4.28602365485834
"17802105",-0.63178113200931,10.273762136047,-2.99877062271704,0.0205822899442199,0.947085790391753,-4.23046185547332
"17757642",-0.631437469322937,3.91713884912603,-2.44651324789892,0.0451957599107527,0.947085790391753,-4.31992605066211
"17845771",-0.630664569944889,4.15289029473608,-2.63918139483659,0.0342343230510206,0.947085790391753,-4.2867291676103
"17644342",-0.630242673407258,11.1386510996606,-3.81492581450146,0.00690568701697119,0.947085790391753,-4.12887468904597
"17625876",0.629682268784348,6.24145281333622,2.46538737094706,0.0439770271024418,0.947085790391753,-4.31658199309731
"17880084",-0.629497877956105,8.15013942414768,-3.28935013714891,0.0138017360539886,0.947085790391753,-4.19033569423373
"17858761",0.628641741833644,5.99402191393309,3.88068334643607,0.00635094838185831,0.947085790391753,-4.12209974687133
"17696658",-0.628352187321151,5.65910380646595,-2.49808154822575,0.0419456227108434,0.947085790391753,-4.3108360846794
"17663600",0.628133537748353,7.17870600349592,3.34226089542942,0.0128489763693441,0.947085790391753,-4.18352192914601
"17822054",0.627981359759032,12.239423783728,3.56338058189601,0.00957046368529804,0.947085790391753,-4.15660616116029
"17879267",-0.627868127813177,6.10661367365644,-2.40943233000648,0.0476925883993514,0.947085790391753,-4.32655289787502
"17767152",-0.627681937606861,5.64377804190398,-4.06363363758642,0.00504834074858298,0.947085790391753,-4.10421877987768
"17794071",0.626962269567115,7.30821182178332,2.77655855241969,0.0281399253039358,0.947085790391753,-4.26435390071768
"17602591",0.626843207684278,7.76151980086035,4.26370923187386,0.00395038311614761,0.947085790391753,-4.08619589920352
"17602953",0.626471807074713,2.61216768949836,3.58008165092201,0.00936259380067402,0.947085790391753,-4.15467234239427
"17603673",-0.626189107654845,5.64508104319573,-2.85044081141537,0.0253447377409472,0.947085790391753,-4.25277061544104
"17610019",0.626036561622757,5.07551813833515,4.50930304358429,0.00294748832501542,0.947085790391753,-4.06606957816403
"17718250",0.626007662062611,6.72281727633961,4.18158693167026,0.00436556176582648,0.947085790391753,-4.09340812882256
"17634470",-0.625215960629372,10.9944226955978,-2.8718295034405,0.0245914328498216,0.947085790391753,-4.24947599753106
"17825058",0.624852480405773,5.48087104159154,4.55626241039003,0.00278980347055748,0.947085790391753,-4.06245395894248
"17622552",0.624779030173969,7.55796818648776,2.69729311164116,0.0315027393026675,0.947085790391753,-4.2771314747511
"17601921",0.624422841863531,3.39769199791621,2.65018906541698,0.0336984886531267,0.947085790391753,-4.2848962409371
"17687277",0.623921961241672,10.1263747924062,3.42532508933536,0.0114933935964888,0.947085790391753,-4.17311990402984
"17788736",-0.62375533615846,5.57925070277014,-4.21716448722853,0.00418007162307465,0.947085790391753,-4.09025261624675
"17605073",0.623485761547934,3.68746363150681,2.93732384753354,0.0224285744657657,0.947085790391753,-4.23955087394771
"17692312",0.62320237149356,2.45483723960926,4.31132026920064,0.00372973690242795,0.947085790391753,-4.08212853177664
"17858789",-0.623115164187412,5.30537182737188,-2.69267861803296,0.0317110662586776,0.947085790391753,-4.27788649628794
"17767437",-0.622990967214759,7.10418774238739,-3.46276225816019,0.0109336783754788,0.947085790391753,-4.16854742119145
"17715802",0.622779942951767,7.82464269685535,2.65267220925838,0.0335788296885916,0.947085790391753,-4.28448372561647
"17716119",-0.622770630496376,9.03081510717832,-2.40981211206114,0.0476663087893292,0.947085790391753,-4.32648464570132
"17843274",0.621967991736092,5.34224003859248,2.85068902146706,0.0253358572834185,0.947085790391753,-4.25273223131027
"17604159",-0.621961950433177,5.86580797209119,-4.38230053602393,0.00342561170820278,0.947085790391753,-4.0762155107186
